Eligebloque,Tipo,Span,Estimulo,Respuesta,Letra,CorRec,ensayos.thisRepN,ensayos.thisTrialN,ensayos.thisN,ensayos.thisIndex,ensayosejem.thisRepN,ensayosejem.thisTrialN,ensayosejem.thisN,ensayosejem.thisIndex,span2.thisRepN,span2.thisTrialN,span2.thisN,span2.thisIndex,ensayos2.thisRepN,ensayos2.thisTrialN,ensayos2.thisN,ensayos2.thisIndex,span3.thisRepN,span3.thisTrialN,span3.thisN,span3.thisIndex,ensayos3.thisRepN,ensayos3.thisTrialN,ensayos3.thisN,ensayos3.thisIndex,span4.thisRepN,span4.thisTrialN,span4.thisN,span4.thisIndex,ensayos4.thisRepN,ensayos4.thisTrialN,ensayos4.thisN,ensayos4.thisIndex,span5.thisRepN,span5.thisTrialN,span5.thisN,span5.thisIndex,ensayos5.thisRepN,ensayos5.thisTrialN,ensayos5.thisN,ensayos5.thisIndex,span6.thisRepN,span6.thisTrialN,span6.thisN,span6.thisIndex,ensayos6.thisRepN,ensayos6.thisTrialN,ensayos6.thisN,ensayos6.thisIndex,text_4.started,text_4.stopped,text_6.started,text_6.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_5.started,text_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Bloque1.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.68336799996905,None,"['d', 'v', 'm', 'p']",1,"[1.3896828000433743, 1.6854290000046603, 2.442415500001516, 3.171194499998819]",213.68336799996905,None,space,3.2888967999606393,214.1689968999708,None,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque2.xlsx,Operation,4,( 3 - 2 ) × 1 = 1,right,G,None,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,219.2920406999765,None,right,1,2.6161483000032604,219.2920406999765,None,221.92786860000342,None,,,,,,,,,,,,217.47501499997452,None,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque2.xlsx,Operation,4,( 4 + 9 ) × 2 = 26,right,B,None,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,223.23775559995556,None,right,1,2.267331800016109,223.23775559995556,None,225.53103610000107,None,,,,,,,,,,,,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque2.xlsx,Operation,4,( 3 + 9 ) × 1 = 12,right,Q,None,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,226.83197309996467,None,right,1,1.4346571000060067,226.83197309996467,None,228.28678789996775,None,,,,,,,,,,,,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque2.xlsx,Operation,4,( 6 + 2 ) × 2 = 16,right,R,"['g', 'b', 'q', 'r']",,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,229.58716110000387,None,right,1,2.3867783999885432,229.58716110000387,None,232.00536689994624,None,,,,,,,,,,,,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque2.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.00735049997456,None,"['g', 'b', 'q', 'r']",1,"[1.6495490999659523, 1.9721495999838226, 2.5428017000085674, 2.98516219999874]",233.00735049997456,None,space,3.472606100025587,233.48901719995774,None,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque3.xlsx,Operation,4,( 4 + 8 ) × 1 = 11,right,S,None,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,238.7950431999634,None,left,0,2.1401221999549307,238.7950431999634,None,240.972640699998,None,,,,,,,,,,,,236.99189449998084,None,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque3.xlsx,Operation,4,( 3 - 2 ) × 1 = 4,right,J,None,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,242.2652065999573,None,left,0,2.3723751999787055,242.2652065999573,None,244.66872279997915,None,,,,,,,,,,,,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque3.xlsx,Operation,4,( 1 + 4 ) × 2 = 10,right,N,None,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,245.97128129994962,None,right,1,1.3986475999699906,245.97128129994962,None,247.39365919999545,None,,,,,,,,,,,,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque3.xlsx,Operation,4,( 3 + 7 ) × 1 = 10,left,T,"['s', 'j', 'n', 't']",,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,3,3,3,,,,,,,,,,,,,,,,,,,,,248.68905769998673,None,left,1,1.8202664999989793,248.68905769998673,None,250.5308204999892,None,,,,,,,,,,,,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
